# Region type : patch inlet
# Faces  :     7870
# Area   :     7.0477774e-05
# Time         	average(U)	average(p)	average(T)	average(rho)
8.32549e-05    	(9.6466772e+01 1.3546370e+00 -8.4925594e+01)	1.7483090e+05	2.8276317e+02	2.1467917e+00
8.37264e-05    	(9.5666159e+01 1.3951873e+00 -8.4165160e+01)	1.7522115e+05	2.8294713e+02	2.1502419e+00
8.41995e-05    	(9.4817173e+01 1.4328871e+00 -8.3356685e+01)	1.7563674e+05	2.8314338e+02	2.1539187e+00
8.46742e-05    	(9.3917829e+01 1.4670449e+00 -8.2500058e+01)	1.7607820e+05	2.8335217e+02	2.1578267e+00
8.51507e-05    	(9.2961789e+01 1.4969399e+00 -8.1587513e+01)	1.7654960e+05	2.8357539e+02	2.1620018e+00
8.56287e-05    	(9.1945514e+01 1.5219394e+00 -8.0617385e+01)	1.7705181e+05	2.8381321e+02	2.1664500e+00
8.61082e-05    	(9.0872796e+01 1.5418034e+00 -7.9594311e+01)	1.7758123e+05	2.8406358e+02	2.1711368e+00
8.65881e-05    	(8.9734214e+01 1.5553894e+00 -7.8509370e+01)	1.7814257e+05	2.8432878e+02	2.1761044e+00
8.70678e-05    	(8.8529253e+01 1.5616054e+00 -7.7363334e+01)	1.7873423e+05	2.8460772e+02	2.1813359e+00
8.75474e-05    	(8.7260372e+01 1.5586656e+00 -7.6158819e+01)	1.7935355e+05	2.8489890e+02	2.1868061e+00
8.80273e-05    	(8.5934496e+01 1.5463113e+00 -7.4903520e+01)	1.7999532e+05	2.8519961e+02	2.1924671e+00
8.85079e-05    	(8.4554959e+01 1.5229596e+00 -7.3599325e+01)	1.8065697e+05	2.8550849e+02	2.1982949e+00
8.8989e-05     	(8.3122361e+01 1.4854087e+00 -7.2245029e+01)	1.8133866e+05	2.8582556e+02	2.2042906e+00
8.94696e-05    	(8.1644871e+01 1.4312695e+00 -7.0848816e+01)	1.8203502e+05	2.8614802e+02	2.2104045e+00
8.99499e-05    	(8.0150737e+01 1.3615871e+00 -6.9438010e+01)	1.8272868e+05	2.8646734e+02	2.2164806e+00
9.04303e-05    	(7.8677814e+01 1.2786919e+00 -6.8049851e+01)	1.8339906e+05	2.8677395e+02	2.2223376e+00
9.09111e-05    	(7.7266357e+01 1.1876715e+00 -6.6725458e+01)	1.8402491e+05	2.8705831e+02	2.2277913e+00
9.13927e-05    	(7.5988178e+01 1.0969661e+00 -6.5536248e+01)	1.8457433e+05	2.8730645e+02	2.2325676e+00
9.18752e-05    	(7.4880023e+01 1.0121600e+00 -6.4518624e+01)	1.8503657e+05	2.8751428e+02	2.2365787e+00
9.23592e-05    	(7.3942441e+01 9.3493072e-01 -6.3671807e+01)	1.8541744e+05	2.8768497e+02	2.2398794e+00
9.28443e-05    	(7.3164304e+01 8.6466937e-01 -6.2981711e+01)	1.8572688e+05	2.8782332e+02	2.2425587e+00
9.3329e-05     	(7.2525902e+01 8.0054528e-01 -6.2427641e+01)	1.8597550e+05	2.8793426e+02	2.2447096e+00
9.38132e-05    	(7.2014441e+01 7.4237995e-01 -6.1994583e+01)	1.8617056e+05	2.8802114e+02	2.2463959e+00
9.42958e-05    	(7.1614854e+01 6.8898464e-01 -6.1666290e+01)	1.8631987e+05	2.8808755e+02	2.2476860e+00
9.47756e-05    	(7.1318128e+01 6.4058876e-01 -6.1433048e+01)	1.8642781e+05	2.8813547e+02	2.2486179e+00
9.52521e-05    	(7.1105462e+01 5.9657028e-01 -6.1276343e+01)	1.8650294e+05	2.8816878e+02	2.2492662e+00
9.5725e-05     	(7.0970310e+01 5.5723276e-01 -6.1189476e+01)	1.8654827e+05	2.8818883e+02	2.2496569e+00
9.61947e-05    	(7.0900135e+01 5.2270872e-01 -6.1161028e+01)	1.8656882e+05	2.8819785e+02	2.2498335e+00
9.66624e-05    	(7.0885126e+01 4.9261848e-01 -6.1181063e+01)	1.8656897e+05	2.8819782e+02	2.2498341e+00
9.71304e-05    	(7.0916594e+01 4.6719460e-01 -6.1243464e+01)	1.8655100e+05	2.8818971e+02	2.2496778e+00
